学校名称,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置,官网,经度,纬度
中山市小榄镇永宁中学,市重点,公办,中学,中山 永福路1号,（0760）22253806,广东省,中山市,,,113.219036,22.655099
淄博市周村区第一中学（周村一中）,市重点,公办,中学,山东省淄博市周村区蔡家场4号,0533-6412589,山东省,淄博市,周村区,,117.835338,36.791625
上海市尚文中学,区重点,公办,中学,上海市黄浦区花衣街12号,021-63326020,上海市,上海市,黄浦区,,121.502668,31.217908
上海市浦东新区下沙学校,区重点,公办,中学,上海市浦东新区航头镇（沪南公路5248号）,021-58142365  021-58144662,上海市,上海市,浦东新区,,121.588125,31.048394
温州市永强中学,市重点,公办,中学,温州市永中街道太师路51号,0577-86371390,浙江省,温州市,龙湾区,,120.80708,27.948907
西南交通大学唐山分校,普通,私立,中学,唐山市华岩北路38号,0315-2028302,河北省,唐山市,路北区,,118.180149,39.63068
北京市平谷中学,区重点,公办,中学,北京市平谷区府前街6号,010-69961329,北京市,北京市,平谷区,,117.119185,40.137232
茂名市电白县第四中学,县重点,公办,中学,广东省茂名市电白县,0668-5341683,广东省,茂名市,电白县,,110.629725,21.659734
茂名市第二中学（茂名二中）,市重点,公办,中学,广东省茂名市茂南区新坡路61号大院,0688- 2262650,广东省,茂名市,茂南区,,110.897704,21.660493
重庆市开县临江中学,市重点,公办,中学,重庆市开县临江镇大兴街337号,023-52811345,重庆市,重庆市,开　县,,108.220122,31.101561
苏州市常熟市实验中学,市重点,公办,中学,苏州市常熟市虞山镇湘江东路102号,0512-52869007  0512-52869010,江苏省,苏州市,常熟市,,120.761936,31.679828
山东省淄博市张店区第二中学（张店二中）,省重点,公办,中学,山东省淄博市张店区人民东路14号,0533-3123094,山东省,淄博市,张店区,,118.070761,36.808523
屏南职业中专学校,普通,公办,中学,,,福建省,宁德市,屏南县,,118.977386,26.910244
江西省进贤县第二中学（进贤二中）,市重点,公办,中学,江西省南昌市进贤县人民大道,,江西省,南昌市,进贤县,,116.251441,28.376613
湖北省黄石第二中学（黄石二中）,省重点,公办,中学,下陆区桂林南路62号,0714-6355558,湖北省,黄石市,,,115.031386,30.188838
麻章区第一中学（麻章一中）,省重点,公办,中学,广东省湛江市麻章区金川路,,广东省,湛江市,麻章区,,110.309835,21.270347
上海市青浦区毓华学校,区重点,公办,中学,上海市青浦区青松路477号,021-59729835,上海市,上海市,青浦区,,121.118857,31.136539
中山市桂山中学,省重点,公办,中学,三乡镇环镇路 27号,0760--6685105,广东省,中山市,,,113.420288,22.363824
徐州市缬秀中学（徐州一中初中部）,市重点,公办,中学,徐州市夹河街中段　　,,江苏省,徐州市,云龙区,,117.145181,34.294841
武汉市十一滨江初级中学,区重点,公办,中学,湖北武汉市硚口区古田路86号,027-83831258,湖北省,武汉市,硚口区,,114.201873,30.589341
上海市鞍山初级中学,区重点,公办,中学,上海市杨浦区控江路2077号,021-65036249,上海市,上海市,杨浦区,,121.507569,31.270356
徐州供销学校,普通,私立,中学,徐州市金山桥经济开发区,,江苏省,徐州市,云龙区,,117.284124,34.205768
汕头市达濠华侨中学,市重点,公办,中学,广东省汕头市濠江区府前路,0754-7380540,广东省,汕头市,濠江区,,116.720314,23.279603
礼贤民族中学,普通,公办,中学,北京市大兴区礼贤镇青礼路3号,010-89270978,北京市,北京市,大兴区,,116.460777,39.560337
怀集一中,市重点,公办,中学,广东省肇庆市怀集县怀城镇红旗南路263号,0758-5522522,广东省,肇庆市,怀集县,,112.185896,23.912333
汕头市聿怀中学,省重点,公办,中学,广东省汕头市外马路291号　　,0754-88536701,广东省,汕头市,,,116.708092,23.352941
河源市紫金县二中,市重点,公办,中学,广东省河源市紫金县124乡道,0762-7824772,广东省,河源市,紫金县,,115.187194,23.625818
贵阳市扎佐中学,市重点,公办,中学,贵州省贵阳市修文县扎佐镇学苑路,0851-2352031,贵州省,贵阳市,修文县,,106.717007,26.860301
连城三中,普通,公办,中学,福建省龙岩市连城县新泉镇新泉村,0597－8337196 8332276,福建省,龙岩市,连城县,,116.619521,25.349075
南宁市第十四中学（初中部）,市重点,公办,中学,广西南宁市建政路27号/南宁市悦宾路8号/南宁市竹塘路17号,0771—5701154,广西,南宁市,,,108.376658,22.815496
孝感启澴寄宿学校,普通,公办,中学,孝感市孝南区槐荫大道8号,,湖北省,孝感市,孝南区,,113.910236,30.91957
泉州五中,普通,公办,中学,福建省泉州市桂坛巷49号,,福建省,泉州市,,,118.596415,24.907434
南昌启华双语学校,普通,民办,中学,江西省南昌市红谷滩区用友路东,4006678668,江西省,南昌市,,,115.782832,28.645175
汕头市潮阳区金堡中学,普通,公办,中学,广东省汕头市潮阳区金浦街道三堡居委,0754-6654948,广东省,汕头市,潮阳区,,116.551981,23.254245
韶关市乐昌市坪石实验学校（中学部）,市重点,公办,中学,韶关市乐昌市金鸡北路38,0751-5524316,广东省,韶关市,乐昌市,,113.05044,25.288276
临沂市第九中学,省重点,公办,中学,山东省临沂市兰山区 金雀山二路2号,0539-8314798,山东省,临沂市,兰山区,,118.347117,35.044767
内江市第二中学（内江二中）,省重点,公办,中学,四川省内江市市中区沱中路62号,0832—2102656,四川省,内江市,,,105.068732,29.578835
武汉六中（本部金门路校区）,省重点,公办,中学,武汉市江岸区球场路64号,027-82426932,湖北省,武汉市,江岸区,,114.291428,30.603136
福州市鼓山中学,区重点,公办,中学,晋安区鼓山镇埠兴村,0591-83169040,福建省,福州市,晋安区,,119.371496,26.063469
广州中大附属雅宝学校（中大雅宝）,市重点,民办,中学,广东省广州市花都区平步大道131号雅宝新城内,020-36891031,广东省,广州市,花都区,,113.179732,23.429294
苏州市平江实验学校初中部,市重点,公办,中学,江苏省苏州市干将东路518号,0512-65249353,江苏省,苏州市,平江区,,120.63556,31.310107
汕头市南澳县南澳中学,省重点,公办,中学,广东省汕头市南澳县后宅镇后江边电话：0754-6802323,0754-6802323,广东省,汕头市,南澳县,,117.031302,23.429591
辛集市第一中学（辛集一中）,省重点,公办,中学,河北省辛集市东华路39号,0311--3222360,河北省,石家庄市,辛集市,,115.235899,37.943776
上海市黄浦区教育学院附属中山学校,市重点,公办,中学,上海市卢湾区鲁班路618号,021-63033922,上海市,上海市,黄浦区,,121.477023,31.19541
茂名市电白县望夫中学,县重点,公办,中学,广东省茂名市电白县望夫镇教育路,0668-5722430,广东省,茂名市,电白县,,111.382975,21.729858
藁城市第一中学（藁城一中）,市重点,公办,中学,河北省石家庄市藁城市文源路10号,0311-88041500,河北省,石家庄市,藁城市,,114.860809,38.037623
龙口市实验中学,市重点,公办,中学,山东省烟台市龙口市北大街29号,0535-8954006,山东省,烟台市,龙口市,,120.540821,37.65245
沈阳市134中学,市重点,公办,中学,辽宁省沈阳市和平区南九马路1号,024-62257418,辽宁省,沈阳市,和平区,,123.410569,41.774904
北京市昌平区第一中学（昌平一中）,区重点,公办,中学,北京市昌平区东关路16号,010-69742028,北京市,北京市,昌平区,,116.237233,40.222402
上海市陆行中学（南校）,普通,公办,中学,上海市浦东区金台路96-98号,021-50759765,上海市,上海市,浦东新区,,121.58583,31.253047
东莞市塘厦初级中学,市重点,公办,中学,东莞市塘厦镇东深二路南22号,0769-87902650,广东省,东莞市,,http://www.txms.cn,114.118617,22.797666
广州市第一中学初中部（广州一中初中部）,市重点,公办,中学,广东省广州市荔湾区黄沙大道54号,020-81386349,广东省,广州市,荔湾区,,113.235178,23.113783
河北省唐山市第一中学（唐山一中）,市重点,公办,中学,唐山市路北区翔云道369号,0315-2595071,河北省,唐山市,路北区,,118.141003,39.619184
华师大二附中附属初级中学闵行校区（华二初中闵行校区）,区重点,公办,中学,上海市闵行区紫凤路350号,021-54302155,上海市,上海市,闵行区,,121.461562,31.030809
长安区第一民办中学,普通,民办,中学,陕西省西安市长安区双竹村甲十字1号,029-85999957,陕西省,西安市,长安区,,108.961884,34.138495
福州超德中学（高中部）,市重点,民办,中学,福州市仓山区首山路施埔后支路52号,0591-83412034,福建省,福州市,仓山区,,119.310368,26.031126
长沙市湘一芙蓉中学,区重点,公办,中学,湖南省长沙市芙蓉区五一大道502号,0731--89717118,湖南省,长沙市,芙蓉区,,112.992684,28.195447
武汉市晒湖中学,区重点,公办,中学,湖北省武汉市武昌区东安路23号,027-51164199,湖北省,武汉市,武昌区,,114.31758,30.525948
成都市玉垒中学（高中部）,市重点,民办,中学,成都市都江堰学府路二段634号,028-87223606,四川省,成都市,都江堰,,103.681108,30.99686
重庆木洞中学（高中）,市重点,公办,中学,重庆市巴南区木洞镇,023-66436069,重庆市,重庆市,巴南区,,106.846143,29.569449
北京海淀进修实验学校,普通,公办,中学,北京市海淀区八里庄北里20号,86-10-88116295,北京市,北京市,海淀区,,116.274149,39.958277
安徽省铜陵市第二中学（铜陵二中）,市重点,公办,中学,爱国路5号,0562-2830006 田毅洁,安徽省,铜陵市,,,117.811058,30.920439
上海市南洋初级中学,区重点,公办,中学,上海市徐汇区大木桥路40号,021-64031656 021-64032203,上海市,上海市,徐汇区,,121.465428,31.19195
秦皇岛市山海关第二中学（山海关二中）,省重点,公办,中学,河北省秦皇岛市山海关区,（0335）5170324,河北省,秦皇岛市,山海关区,,119.769048,39.990251
石家庄第四中学（高中部）,市重点,公办,中学,河北省石家庄市桥东区四中路50号,0311-86073260,河北省,石家庄市,桥东区,,114.507614,38.037374
上海市第五中学,区重点,公办,中学,上海市虹口区武昌路556号,021-63250962 021-63240715,上海市,上海市,虹口区,,121.471832,31.29395
上海市辽阳中学,区重点,公办,中学,上海市杨浦区眉州路540号,021-65192720,上海市,上海市,杨浦区,,121.533651,31.264439
岳阳市第一中学（岳阳一中）,市重点,公办,中学,湖南省岳阳市岳阳楼区洞庭北路124号,0730-8318395,湖南省,岳阳市,,,113.095506,29.384603
清河县第五中学,普通,公办,中学,河北省邢台市清河县城黄河西街南侧电话：0319-8188663,0319-8188663 　,河北省,邢台市,清河县,,115.662988,37.059604
宜昌市夷陵区东湖高级中学,市重点,公办,中学,夷陵区夷陵大道122号,0717-7821675,湖北省,宜昌市,夷陵区,,111.332839,30.774086
涪陵区白涛街道山窝初级中学校,普通,公办,中学,重庆市涪陵区山窝乡官桥,023-63631089,重庆市,重庆市,涪陵区,,107.567883,29.603953
成都市金牛实验中学（北区）（锦西中学）,区重点,公办,中学,成都市金牛区星月街83号,028-87638036,四川省,成都市,金牛区,,104.03987,30.672983
临朐实验中学,市重点,公办,中学,山东省潍坊市临朐县沂山路66号,0536-3163177,山东省,潍坊市,临朐县,,118.518656,36.497181
天津市武清区高村乡初级中学,普通,公办,中学,天津市武清区高村乡高村乡府大街南,022-22221626,天津市,天津市,武清区,,116.887018,39.630928
上海复旦实验中学（初中部）,区重点,公办,中学,上海市杨浦区安波路151号,021-65512410,上海市,上海市,杨浦区,,121.537742,31.304011
珠海市斗门区莲洲镇横山中学,市重点,公办,中学,斗门区莲洲镇横山经济开发区,0756-5562151,广东省,珠海市,斗门区,,113.211296,22.311462
茂名市电白县第六中学,市重点,公办,中学,广东省茂名市电白县第六中学,0668-5760481,广东省,茂名市,电白县,,110.656717,21.651659
荣成市第十二中学,普通,私立,中学,山东省威海市荣成市寻山街道办事处城后村,0631-7651027,山东省,威海市,荣成市,,122.527202,37.17286
郑州市第三十六中学,市重点,公办,中学,河南省郑州市中原区郑上路550号,0371-67817623,河南省,郑州市,中原区,,113.540043,34.763189
沈阳市育源中学,市重点,公办,中学,沈河区先农坛路9-12号,024-24811737,辽宁省,沈阳市,沈河区,,123.468147,41.784508
株洲市贺家土中学,普通,公办,中学,湖南省株洲市芦淞区纺织路14号,0733--22733106,湖南省,株洲市,,,113.140312,27.850579
衡阳市衡钢中学,市重点,公办,中学,湖南省市蒸湘区大粟新村10号,0734--8873917,湖南省,衡阳市,蒸湘区,,112.584287,26.876679
江门市陈白沙中学（原环市中学）,市重点,公办,中学,广东省江门市蓬江区天河东路33号,（0750）3213098,广东省,江门市,蓬江区,,113.081473,22.598105
彭浦第四中学,普通,公办,中学,上海市闸北区闻喜路1000弄32号,021-66243419 66247097,上海市,上海市,静安区,,121.445662,31.308648
南和县实验中学,普通,公办,中学,河北省邢台市南和县县城城西两千米路南,0319-4568986,河北省,邢台市,南和县,,114.497479,37.076711
兰州市第六十五中学,市重点,公办,中学,兰州市安宁西路744号,0931-7993857,甘肃省,兰州市,安宁区,,103.704552,36.106661
武安市第十中学,区重点,公办,中学,河北省邯郸市武安市,0310-5660666,河北省,邯郸市,武安市,,114.195678,36.690691
重庆市梁平县梁山初级中学,普通,公办,中学,重庆市梁平县梁山镇兴隆街34号,023-63631090,重庆市,重庆市,梁平县,,107.793122,30.667267
