学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,开设专业
湖南省澧县职业中专学校,湖南,常德市,澧县,中等专业学校,公办,湖南常德市澧县,http://www.lxlz.cn,0736-3131155,a@lxlz.cn,1983,230,--,湖南省澧县澧浦街道襄阳社区屈原路88号,--,是,是,,,,,,"{'林业类': ['园林技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['数控技术应用'], '机电设备类': ['智能设备运行与维护'], '汽车制造类': ['汽车制造与检测'], '纺织服装类': ['服装设计与工艺'], '电子信息类': ['电子电器应用与维修'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务']}"
安乡县职业中专学校,湖南,常德市,安乡县,中等专业学校,公办,湖南常德市安乡县,--,--,--,1985,--,--,安乡县潺陵东路26号,--,,是,是,,,,,"{'机电设备类': ['智能设备运行与维护'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['工艺美术', '美发与形象设计'], '语言类': ['商务英语']}"
江华瑶族自治县职业中专学校,湖南,永州市,江华瑶族自治县,中等专业学校,公办,湖南永州市江华瑶族自治县,--,0746-2327200,--,1995,160,--,湖南省永州市江华县沱江镇民族路11号,--,,是,是,,,,,"{'农业类': ['作物生产技术'], '机械设计制造类': ['模具制造技术'], '自动化类': ['机电技术应用'], '汽车制造类': ['汽车制造与检测'], '纺织服装类': ['服装制作与生产管理'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理']}"
农安县职业教育中心,吉林,长春市,农安县,中等专业学校,公办,吉林长春市农安县,--,0431-83298305,--,--,--,农安县教育局,农安县宝塔街与兴隆路交汇处,--,,,,,,,,"{'农业类': ['农机设备应用与维修'], '机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '纺织服装类': ['服装设计与工艺'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育'], '公共服务类': ['智慧健康养老服务'], '文秘类': ['文秘']}"
德惠市中等职业技术学校,吉林,长春市,德惠市,中等专业学校,公办,吉林长春市德惠市,--,0431-81181006,--,,,--,--,--,,,,,,,,{}
吉林市桃源职业技术学校,吉林,吉林市,昌邑区,中等专业学校,公办,吉林吉林市昌邑区,http://www.jls58.com,0432-66010782,--,1980,14,吉林市教育局,吉林市昌邑区中兴街68号,--,,,,,,,,"{'机械设计制造类': ['焊接技术应用'], '计算机类': ['计算机应用'], '旅游类': ['高星级饭店运营与管理']}"
磐石市职业教育中心,吉林,吉林市,磐石市,中等专业学校,公办,吉林吉林市磐石市,--,--,--,--,--,磐石市教育局,磐石市磐呼路108号,--,,是,是,,,,,"{'农业类': ['作物生产技术', '农机设备应用与维修'], '畜牧业类': ['畜禽生产技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['机械加工技术', '焊接技术应用'], '航空装备类': ['无人机操控与维护'], '纺织服装类': ['服装设计与工艺'], '药品与医疗器械类': ['制药技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['数字媒体技术应用'], '财务会计类': ['会计事务']}"
蛟河市职业教育中心,吉林,吉林市,蛟河市,中等专业学校,公办,吉林吉林市蛟河市,--,0432-67095077,--,,,--,--,--,,,,,,,,{}
桦甸市职业教育中心,吉林,吉林市,桦甸市,中等专业学校,公办,吉林吉林市桦甸市,--,0432-66277898,--,1980,--,桦甸市教育局,桦甸市桦甸大街西段,--,,,,,,,,"{'农业类': ['家庭农场生产经营', '农机设备应用与维修', '作物生产技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['焊接技术应用', '机械加工技术'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用'], '艺术设计类': ['艺术设计与制作'], '教育类': ['幼儿保育']}"
四平市经济贸易学校,吉林,四平市,铁西区,中等专业学校,公办,吉林四平市铁西区,--,0434-6997766,--,1983,15,四平市供销社,四平市铁西区中央西路3924号,--,,,,,,,,"{'计算机类': ['计算机应用'], '体育类': ['运动训练']}"
"伊通满族自治县
职业技术教育中心",吉林,四平市,伊通满族自治县,中等专业学校,公办,吉林四平市伊通满族自治县,http://www.ytzjzx.com.cn/,0434-4205758,--,,,--,--,--,,,,,,,,{}
梨树县职业中等专业学校,吉林,四平市,梨树县,中等专业学校,公办,吉林四平市梨树县,--,0434-5233916,--,,,--,--,--,,,,,,,,{}
辽源矿业（集团）有限责任公司中等职业学校,吉林,辽源市,西安区,中等专业学校,公办,吉林辽源市西安区,--,--,--,,,--,--,--,,,,,,,,{}
通化农业学校,吉林,通化市,东昌区,中等专业学校,公办,吉林通化市东昌区,--,0435-3270500,--,--,--,通化市教育局,通化市文明路1078号,--,,,,,,,,"{'农业类': ['作物生产技术'], '畜牧业类': ['宠物养护与经营', '畜禽生产技术']}"
临江市职业技术学校,吉林,白山市,临江市,中等专业学校,公办,吉林白山市临江市,--,0439-6790555,ljszjzx@163.com,1984,19,临江市教育局,"临江市临城
开发区",--,,,,是,,,,"{'农业类': ['农机设备应用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育']}"
抚松县职业技术教育中心,吉林,白山市,抚松县,中等专业学校,公办,吉林白山市抚松县,--,0439-6211427,--,1982,60,抚松县教育局,"吉林省抚松县北新区
鹿鸣街367号",--,,,,是,,,,"{'机械设计制造类': ['焊接技术应用', '机械制造技术'], '铁道运输类': ['高速铁路乘务'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育']}"
白城市洮北区农业职业技术学校,吉林,白城市,洮北区,职业高中,公办,吉林白城市洮北区,--,--,--,1999,69,白城市洮北区教育局,白城市洮北区电厂路东胡同144号,--,,,,是,,,,"{'农业类': ['作物生产技术'], '畜牧业类': ['畜禽生产技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['机械加工技术'], '财务会计类': ['会计事务']}"
大安市职业教育中心,吉林,白城市,大安市,中等专业学校,公办,吉林白城市大安市,--,0436-5200229,--,1981,43,大安市教育局,大安市育才路21号,--,,,,,,,,"{'机械设计制造类': ['机械加工技术', '焊接技术应用'], '自动化类': ['机电技术应用'], '计算机类': ['计算机应用'], '餐饮类': ['中餐烹饪']}"
松原市中等专业学校,吉林,松原市,宁江区,中等专业学校,公办,吉林松原市宁江区,--,0438-3107744,--,,,--,--,--,,,,,,,,"{'自动化类': ['电气设备运行与控制'], '汽车制造类': ['汽车制造与检测'], '航空运输类': ['航空服务'], '计算机类': ['数字媒体技术应用', '计算机应用'], '健康管理与促进类': ['营养与保健'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '教育类': ['幼儿保育']}"
长岭县职业教育中心,吉林,松原市,长岭县,中等专业学校,公办,吉林松原市长岭县,--,0438-7813010,--,,,--,--,--,,,,,,,,{}
乾安县职业教育中心,吉林,松原市,乾安县,中等专业学校,公办,吉林松原市乾安县,--,--,--,1996,96,乾安县教育局,乾安县乾安镇,--,,,,是,,,,"{'机械设计制造类': ['焊接技术应用'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '康复治疗类': ['康复技术'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理'], '教育类': ['幼儿保育']}"
龙井市职业教育中心,吉林,延边朝鲜族自治州,龙井市,中等专业学校,公办,吉林延边朝鲜族自治州龙井市,--,0433-3236986,ljzhigao@126.com,--,57,龙井市教育局,龙井安民街六道河路107号,--,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '电子商务类': ['电子商务']}"
和龙市职业中等专业学校,吉林,延边朝鲜族自治州,和龙市,中等专业学校,公办,吉林延边朝鲜族自治州和龙市,--,--,--,,,--,--,--,,,,,,,,{}
安图县职业教育中心,吉林,延边朝鲜族自治州,安图县,中等专业学校,公办,吉林延边朝鲜族自治州安图县,--,--,--,,,--,--,--,,,,,,,,{}
梅河口中等专业学校,吉林,通化市,梅河口市,中等专业学校,公办,吉林通化市梅河口市,--,--,--,1996,--,梅河口市教育局,梅河口市滨河南街3198号,--,,,,,,,,"{'机械设计制造类': ['数控技术应用', '焊接技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['艺术设计与制作'], '教育类': ['幼儿保育']}"
江西省吉安市卫生学校,江西,吉安市,吉州区,中等专业学校,公办,江西吉安市吉州区,http://wxzs.jgsu.edu.cn,0796-8307605,--,1959,2554,井冈山大学,江西吉安吉州吉州区吉福路59,--,,,,,,,,"{'护理类': ['护理'], '药学类': ['药剂'], '医学技术类': ['医学检验技术']}"
武宁中等专业学校,江西,九江市,濂溪区,中等专业学校,公办,江西九江市濂溪区,--,--,--,--,101,武宁县教育体育局,武宁县城青年路15号,--,,,是,是,,,,"{'建筑设计类': ['建筑装饰技术'], '建筑设备类': ['建筑智能化设备安装与运维'], '自动化类': ['电气设备运行与控制'], '计算机类': ['计算机平面设计'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['茶艺与茶营销', '旅游服务与管理'], '教育类': ['幼儿保育'], '体育类': ['运动训练']}"
彭泽县旅游工业中等专业学校,江西,九江市,彭泽县,中等专业学校,公办,江西九江市彭泽县,--,--,--,,,--,--,--,,,,,,,,{}
乐平中等专业学校,江西,景德镇市,乐平市,中等专业学校,公办,江西景德镇市乐平市,http://www.lpzdzyxx.com,0798-6815211,--,--,305,乐平市教育体育局,江西省乐平市农科园王家村,--,,,是,,,,,"{'林业类': ['园林绿化'], '建筑设计类': ['古建筑修缮'], '道路运输类': ['汽车美容与装潢'], '计算机类': ['计算机应用(陶瓷艺术)'], '电子商务类': ['电子商务'], '教育类': ['幼儿保育']}"
萍乡市武功山中等专业学校,江西,萍乡市,芦溪县,中等专业学校,公办,江西萍乡市芦溪县,http://www.wgszz.com,0799-7611998,317292645@qq.com,1960,321,芦溪县教育局,萍乡市芦溪县宣风镇排楼村,--,是,是,,,,,,"{'建筑材料类': ['建筑材料智能生产技术(电瓷)'], '自动化类': ['工业机器人技术应用'], '道路运输类': ['汽车运用与维修'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育']}"
湘东中等专业学校,江西,萍乡市,湘东区,中等专业学校,公办,江西萍乡市湘东区,http://www.pxxdzz.com,0799-3411116,--,1984,120,湘东区教育局,萍乡市湘东区湘东镇沙里塘,--,,,,是,,,,{}
萍乡市工业中等专业学校,江西,萍乡市,安源区,中等专业学校,公办,江西萍乡市安源区,http://www.pxzyxx.com,0799-6831432,--,2009,424,萍乡市人民政府,萍乡市安源区八一街汪公潭114号,--,,是,,,,,,{}
赣州市赣县中等专业学校,江西,赣州市,赣县区,中等专业学校,公办,江西赣州市赣县区,--,0797-4499706,--,,,--,--,--,,,,,,,,{}
定南中等专业学校,江西,赣州市,定南县,中等专业学校,公办,江西赣州市定南县,--,0797-4261360,--,1958,135,定南县教育科技体育局,赣州市定南县广州大道北,--,,,,,,,,"{'机械设计制造类': ['模具制造技术'], '汽车制造类': ['汽车制造与检测'], '计算机类': ['计算机应用'], '教育类': ['幼儿保育']}"
万载中等专业学校,江西,宜春市,万载县,中等专业学校,公办,江西宜春市万载县,--,--,--,--,--,万载县教体局,宜春市万载县十字布100号,--,,,,,,,,{}
宜丰中等专业学校,江西,宜春市,宜丰县,中等专业学校,公办,江西宜春市宜丰县,--,--,--,1985,124,宜丰县教育体育局,江西省宜春市宜丰县新昌镇城东南路221号,--,,,,,,,,{}
玉山中等专业学校,江西,上饶市,玉山县,中等专业学校,公办,江西上饶市玉山县,--,0793-2250000,--,,,--,--,--,,,是,,,,,"{'自动化类': ['工业机器人技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '体育类': ['休闲体育服务与管理']}"
万年中等专业学校,江西,上饶市,万年县,中等专业学校,公办,江西上饶市万年县,--,--,--,,,--,--,--,,,,,,,,{}
上饶市中等专业学校,江西,上饶市,上饶县,中等专业学校,公办,江西上饶市上饶县,--,--,--,,,--,--,--,是,,,,,,,{}
新干中等专业学校,江西,吉安市,新干县,中等专业学校,公办,江西吉安市新干县,--,--,--,,,--,--,--,,,,,,,,{}
安福中等专业学校,江西,吉安市,安福县,中等专业学校,公办,江西吉安市安福县,--,--,--,,,--,--,--,,,,,,,,{}
吉安市中等专业学校,江西,吉安市,吉州区,中等专业学校,公办,江西吉安市吉州区,http://www.jaszz.cn,0796-8259287,--,1971,152,吉州区人民政府,吉安市跃进路3号,--,是,是,,,,,,{}
南丰中等专业学校,江西,抚州市,南丰县,中等专业学校,公办,江西抚州市南丰县,--,--,--,,,--,--,--,,,,,,,,{}
旅顺中等职业技术专业学校,辽宁,大连市,旅顺口区,中等专业学校,公办,辽宁大连市旅顺口区,--,0411-86393924,--,1982,--,大连旅顺口区教育局,大连市旅顺口区育慧街83号,--,,是,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用(焊接机器人)'], '中医药类': ['中医康复技术'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪'], '教育类': ['幼儿保育']}"
庄河市职业教育中心,辽宁,大连市,庄河市,中等专业学校,公办,辽宁大连市庄河市,--,0411-89813764,--,--,35,大连庄河市教育局,大连庄河市兴达街道河东委272号,--,,,,,,,,"{'畜牧业类': ['畜禽生产技术'], '机械设计制造类': ['机械加工技术', '数控技术应用'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育'], '公共服务类': ['老年人服务与管理']}"
大连市农业广播电视学校,辽宁,大连市,沙河口区,中等专业学校,公办,辽宁大连市沙河口区,--,0411-84618856,--,,,--,--,--,,,,,,,,{'农业类': ['农机设备应用与维修(农机使用维护)']}
