中学名称,地区,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置
山西华大职业学校,山西省 太原市 迎泽区,普通,民办,职业学校,山西太原市杏花岭区三墙路珠琳旺角大厦15层（江南大酒店对面）,0351-7139326/4069138,山西省,太原市,迎泽区
湖北省黄冈机电工程学校,湖北省 黄冈市,全国重点,公办,职业学校,黄冈南湖,0713-8345120 曾宪龙、高银桥,湖北省,黄冈市,
王杰职业技校,安徽省,全国重点,公办,职业学校,临泉县老集镇,0558-6501666,安徽省,,
孝感市中心医院附属护士学校,湖北省 孝感市,全国重点,公办,职业学校,孝感市广场路6号,0712-2855556  涂俭清、汉珍,湖北省,孝感市,
广西政法管理干部学院,广西 南宁市,全国重点,公办,职业学校,东葛路117号,0771-5701232,广西,南宁市,
重庆市小龙坎职业中学,重庆市 沙坪坝区,普通,公办,职业学校,沙区小龙坎,023-65454683,重庆市,重庆市,沙坪坝区
开封市经贸职业中等学校,河南省,全国重点,公办,职业学校,自由路东段155号,0378-5954061,河南省,,
保定市中天金属焊接培训中心,河北省 保定市 新市区,全国重点,公办,职业学校,保定市支农路太行路口西行50米（市内乘7路、28路、310路南大园站下车，西行50米即到）,0-13131274142 齐老师   张老师,河北省,保定市,新市区
恩施州财经学校,湖北省 恩施 恩施市,全国重点,公办,职业学校,恩施市三孔桥二路11号,0718-8224649   黄元山 连全明,湖北省,恩施,恩施市
成都中信职业技术学校,四川省 成都市 武侯区,市重点,公办,职业学校,成都市电信路玉华村8号（四川省教育厅教科所）,028-85588226 66284285,四川省,成都市,武侯区
哈尔滨龙江旅游学校,黑龙江 哈尔滨市 道里区,全国重点,公办,职业学校,哈尔滨道里区机场路212-6号,13614513284,黑龙江,哈尔滨市,道里区
吉林省白城市第一职业高中,吉林省,全国重点,公办,职业学校,白城市幸福南大街50号,0436-3322269,吉林省,,
哈尔滨旅游学院,黑龙江 哈尔滨市 香坊区,普通,公办,职业学校,哈尔滨市香房区果园街40号,0451-55107822,黑龙江,哈尔滨市,香坊区
苏州吴中技工学校,江苏省 苏州市 吴中区,全国重点,公办,职业学校,苏州市吴中区东山大道8号,0512-65648933,江苏省,苏州市,吴中区
北京市实美职业学校,北京市 西城区,普通,公办,职业学校,京市西城区百万庄大街19号,010-68315660,北京市,北京市,西城区
重庆市永川城关职业中学,重庆市 永川区,全国重点,公办,职业学校,永川市中山路龙王巷40号,0-13883211858,重庆市,重庆市,永川区
浏阳市成才艺术学校,湖南省 长沙市 浏阳市,全国重点,公办,职业学校,浏阳市民俗文化步行街40号,83680049,湖南省,长沙市,浏阳市
永川市中山路街道办事处成人学校,重庆市 永川区,全国重点,公办,职业学校,永川市中山路办事处东南中学内,023-61191862,重庆市,重庆市,永川区
甘肃省中医学校,甘肃省 兰州市,全国重点,公办,职业学校,甘肃省兰州市七里河区安西路390号,0931-2912520,甘肃省,兰州市,
泉州市建筑工程技术学校,福建省 泉州市 鲤城区,全国重点,公办,职业学校,鲤城区新华南路新华桥南侧省五建培训中心,0595-22386491,福建省,泉州市,鲤城区
郑州商业技师学院,河南省 郑州市 荥阳市,普通,公办,职业学校,中原路荥泽大道往北800米,0371  85220018,河南省,郑州市,荥阳市
中山市教师进修学院,广东省 中山市,全国重点,公办,职业学校,中山市 博爱六路20号,0760-8889873,广东省,中山市,
甘肃省商业学校,甘肃省 兰州市,全国重点,公办,职业学校,龚家湾路377号,0931-2336221,甘肃省,兰州市,
重庆渝州车辆工程技术学校,重庆市 巴南区,普通,民办,职业学校,重庆市巴南区李家沱八公里,023-62410828,重庆市,重庆市,巴南区
黄山旅游职业学校,安徽省 黄山市,全国重点,公办,职业学校,安徽省黄山市黄山区城南,0559-8516208,安徽省,黄山市,
中原摄影学院,河南省 开封市,全国重点,公办,职业学校,河南省开封市苹果园南路东段,0378-2852167,河南省,开封市,
银川雏鹰外语学校,宁夏 银川市,全国重点,公办,职业学校,银川市新平巷社区居委会院,0951-3071541,宁夏,银川市,
长春市净月旅游文化中等职业学校,吉林省 长春市,全国重点,公办,职业学校,长春火车站前净月潭公园正门,0431-4551566,吉林省,长春市,
汝阳县职业教育中心,河南省 洛阳市,普通,私立,职业学校,河南省洛阳市城关镇杜康大道,,河南省,洛阳市,
厦门现代商务中专学校,福建省 厦门市 集美区,全国重点,公办,职业学校,厦门市浔江路199号,0592-6688000,福建省,厦门市,集美区
陕西省商贸学校招生,陕西省 西安市 雁塔区,全国重点,公办,职业学校,西安市雁塔区永松路125号,17333212161,陕西省,西安市,雁塔区
泉州艺术学校,福建省 泉州市,全国重点,公办,职业学校,福建泉州文化艺术中心（展览城右侧）,0595-22460486,福建省,泉州市,
福建泉州电力学校,福建省 泉州市,全国重点,公办,职业学校,北门外田边村,0595-2787307,福建省,泉州市,
浙江东方职业技术学院,浙江省 温州市,普通,私立,职业学校,温州市经济技术开发区甬江路1号,,浙江省,温州市,
江西省体育运动学校,江西省 南昌市 东湖区,普通,公办,职业学校,江西省南昌市东湖区福州路28号,0791—6294736,江西省,南昌市,东湖区
苏州市造纸职业中学,江苏省 苏州市 ,全国重点,公办,职业学校,浒关香桥新村江家墩１２号,0512-65391054,江苏省,苏州市,
湖南岳阳市农业学校,湖南省 岳阳市,全国重点,公办,职业学校,岳阳楼区金鹗东路,0731-8626907,湖南省,岳阳市,
杭州市乔司职业高级中学,浙江省 杭州市 余杭区,全国重点,公办,职业学校,杭州市余杭区乔莫东路101,0571-86291202,浙江省,杭州市,余杭区
东莞市智通职业培训学校,广东省 东莞市 南城区,普通,私立,职业学校,莞市莞太大道南城段9号智通培训大厦,0769-87078069,广东省,东莞市,南城区
东莞南城职业中学,广东省 东莞市 南城区,普通,私立,职业学校,东莞市南城区新城石竹路,0769-22412982,广东省,东莞市,南城区
大连新希望职业技术学校,辽宁省 大连市 甘井子区,普通,公办,职业学校,大连市甘井子区湾家街673号,"0411-84206155 	      0411-39114032 39114035",辽宁省,大连市,甘井子区
苏州长风技工学校,江苏省 苏州市,全国重点,公办,职业学校,苏州市干将东路109-1号,0512-67267468,江苏省,苏州市,
四川省艺术学校泸州分校,四川省 泸州市,全国重点,公办,职业学校,大北街144号,0830-6315905,四川省,泸州市,
北京市黑庄户中学,北京市 朝阳区,普通,公办,职业学校,北京市朝阳区黑庄户乡,010-85382711,北京市,北京市,朝阳区
广东省环境保护职业技术学校,广东省 广州市,全国重点,公办,职业学校,员村西街 5 号大院,020-85547113,广东省,广州市,
北京市实验技工学校,北京市 朝阳区,全国重点,公办,职业学校,惠新东街5号,010-64938370　 刘有祝,北京市,北京市,朝阳区
洛阳师范学院附属中学,河南省 洛阳市 洛龙区,普通,私立,职业学校,洛阳市洛龙区洛龙路239号,0379-65520199,河南省,洛阳市,洛龙区
绵阳职业技术学院,四川省 绵阳市 游仙区,普通,公办,职业学校,绵阳市游仙区仙人路1段32,0816-2202104,四川省,绵阳市,游仙区
信阳市鸡公山少林武术学校,河南省 信阳市,普通,公办,职业学校,信阳市鸡公山山脚下乘坐发往鸡公山的小公共汽车到鸡公山脚下下车向东走200米即到。,0376-6991019,河南省,信阳市,
贵州东达汽车美容技术学校,贵州省 贵阳市,全国重点,公办,职业学校,环城北路49号,0851-5211453,贵州省,贵阳市,
湖北省机电工程技工学校,湖北省 黄石市,全国重点,公办,职业学校,湖北省黄石市胡家湾,0714-6363055,湖北省,黄石市,
贵池区马衙高级职业中学,安徽省,全国重点,公办,职业学校,贵池城区东郊,0566-4711204 朱银楼,安徽省,,
核工业成都机电学校-招生处,四川省 成都市 新都区,县重点,公办,职业学校,四川省成都市外北三河大道,"13060000851 	      028-65881783",四川省,成都市,新都区
广西大学农学院,广西 南宁市 西乡塘区,普通,公办,职业学校,大学路100号广西大学东校园通和路,0771-3235612,广西,南宁市,西乡塘区
哈尔滨完美动力宏艺影视动画学院,黑龙江 哈尔滨市 南岗区,普通,民办,职业学校,文昌街267号,0451--88869611,黑龙江,哈尔滨市,南岗区
浙江医药技术学校,浙江省 杭州市 江干区,普通,公办,职业学校,俞家潭56号,0571-82806821,浙江省,杭州市,江干区
湖南永州清华技校,湖南省 永州市,全国重点,公办,职业学校,冷水滩凤凰园,0746-8217987,湖南省,永州市,
山东张店第一职业高中,山东省 淄博市,全国重点,公办,职业学校,付家镇付家村北首,0533-2900109,山东省,淄博市,
重庆市建设岗位培训中心中建建筑工程职业技术学校分站,重庆市 合川区,全国重点,公办,职业学校,合川农业局,023-66752910,重庆市,重庆市,合川区
长沙康明职业学校,湖南省 长沙市 长沙县,全国重点,公办,职业学校,长沙市东风路488芙蓉区双杨路二号,0731-84811568,湖南省,长沙市,长沙县
沈阳职业技术学院,辽宁省 沈阳市 大东区,普通,公办,职业学校,沈阳市大东区劳动路32号,024-88251111,辽宁省,沈阳市,大东区
玉林市机电工程学校,广西 玉林市,普通,公办,职业学校,教育中路82号,0775-3132006,广西,玉林市,
新疆供销技工学校,新疆 乌鲁木齐市,全国重点,公办,职业学校,二宫河北路4号,0991-6612216,新疆,乌鲁木齐市,
北京市劲松职业高中,北京市 朝阳区,普通,公办,职业学校,北京市朝阳区劲松西口811号,（010）67710311　　,北京市,北京市,朝阳区
泉州经贸职业中专学校,福建省 泉州市 鲤城区,全国重点,公办,职业学校,泉州市鲤城区金山新村南区85幢,"0595-2389186 	      0595-2387945",福建省,泉州市,鲤城区
厦门软件职业学院,福建省 厦门市 ,全国重点,公办,职业学校,福建省厦门市新景路159号,,福建省,厦门市,
沈阳市翔宇高级中学,辽宁省 沈阳市 皇姑区,普通,公办,职业学校,沈阳市皇姑区昆山西路62巷6号,024-86710093,辽宁省,沈阳市,皇姑区
大连模特艺术学校,辽宁省 大连市,全国重点,公办,职业学校,金石滩国家旅游度假区,0411-87904881 唐睿珩,辽宁省,大连市,
山东烟台建文专修学院,山东省 烟台市,全国重点,公办,职业学校,莱山区桐林路6号,0535-6890936,山东省,烟台市,
济南艺术中学,山东省 济南市 市中区,省重点,公办,职业学校,山东省济南市市中区舜耕路68号,0531-88906879,山东省,济南市,市中区
河北司法警官职业学院,河北省 邯郸市,全国重点,公办,职业学校,河北省邯郸市中华北大街515号,0310-3178323,河北省,邯郸市,
海峡工贸学校,福建省 厦门市 ,全国重点,公办,职业学校,厦门市海沧区海达路2号,,福建省,厦门市,
重庆科创职业学院,重庆市 永川区,普通,公办,职业学校,重庆市永川区昌州大道西段28号,,重庆市,重庆市,永川区
厦门信息工程职业学院,福建省 厦门市,全国重点,公办,职业学校,福建省厦门软件园,0592-3929747  李菊华,福建省,厦门市,
哈尔滨市计算机技工学校,黑龙江 哈尔滨市 道里区,全国重点,公办,职业学校,哈尔滨市道里区安康街1号（劳动大厦）,0451-84282633,黑龙江,哈尔滨市,道里区
绍兴市职业教育中心,浙江省 绍兴市 ,市重点,公办,职业学校,浙江省绍兴经济开发区平江路 579 号,0575—88614351 88651012,浙江省,绍兴市,
宁海县辰阳技工学校,浙江省 宁波市 宁海县,普通,私立,职业学校,浙江省宁波市鄞州区钟公庙街道宁南北路慧和大厦9楼909,18858225383,浙江省,宁波市,宁海县
洛阳市中医药学校,河南省 洛阳市,普通,私立,职业学校,河南省洛阳市嵩县城关镇北园村,,河南省,洛阳市,
休宁县第一高级职业中学,安徽省 黄山市,全国重点,公办,职业学校,休宁县海阳镇万宁街96号,0559-7519382 王仲范,安徽省,黄山市,
上海交通大学医学院附属卫生学校,上海市 浦东新区,普通,公办,职业学校,上海市浦东区周祝公路279号,021-33759000,上海市,上海市,浦东新区
赣州科汇技工学校,江西省 赣州市,县重点,民办,职业学校,赣州市开发区华坚北路26号,17379741609,江西省,赣州市,
长沙环境保护职业技术学院,湖南省 长沙市 雨花区,全国重点,公办,职业学校,湖南省长沙市雨花区井圭路10号,0731－5622777,湖南省,长沙市,雨花区
兰州市卫生学校,甘肃省 兰州市,全国重点,公办,职业学校,兰州市第一新村103号,0931-2937261,甘肃省,兰州市,
成都高铁专业学校,四川省 成都市 郫都区,全国重点,民办,职业学校,四川成都郫县古城镇,18628234659,四川省,成都市,郫都区
