,中学名称,地区,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置
7153,崇义中学,江西省 赣州市 崇义县,普通,公办,中学,江西赣州市崇义县阳岭大道166号,0797-3820229、3820312、3820318,江西省,赣州市,崇义县
7154,泰安市第十九中学,山东省 泰安市 岱岳区,区重点,公办,中学,山东省泰安市岱岳区佛光路20号,0538-2182866,山东省,泰安市,岱岳区
7155,北京市西城区裕中中学,北京市 西城区,普通,公办,中学,北京市西城区德外裕中西里21号,010-62000728,北京市,北京市,西城区
7156,浙江遂昌中学,浙江省 丽水市 遂昌县,省重点,公办,中学,丽水市遂昌县妙高镇园丁路18号,0578-8198216,浙江省,丽水市,遂昌县
7157,北京师范大学南山附属学校,广东省 深圳市 南山区,普通,民办,中学,广东省深圳市南山区粤海街道蔚蓝海岸社区东滨路3002号,0755-26061854,广东省,深圳市,南山区
7158,潮阳区上仓学校,广东省 汕头市 潮阳区,普通,公办,中学,广东省汕头市潮阳区关埠镇上仓村电话：（0754）83363737,（0754）83363737,广东省,汕头市,潮阳区
7159,天津市第八中学,山东省 临沂市 河东区,普通,公办,中学,天津市河东区卫国道丽苑小区,022-24694838,山东省,临沂市,河东区
7160,南昌市安义中学,江西省 南昌市 安义县,普通,公办,中学,南昌市安义县前进路,0791-3424651,江西省,南昌市,安义县
7161,湖口县马影中学,江西省 九江市 都昌县,普通,公办,中学,江西省九江市湖口县,,江西省,九江市,都昌县
7162,深圳奥斯翰外语学校,广东省 深圳市 罗湖区,区重点,民办,中学,深圳市罗湖区布心路2040号,0755-25813956,广东省,深圳市,罗湖区
7163,天津市第七十二中学,天津市 河东区,,公办,中学,天津市河东区华龙道77道,（022）24550042,天津市,天津市,河东区
7164,肇庆市职业中学,广东省 肇庆市 端州区,普通,公办,中学,广东省肇庆市端州区,86-0758-2281300,广东省,肇庆市,端州区
7165,仙桃中学,湖北省 湖北直辖 仙桃市,省重点,公办,中学,仙桃市桃源大道88号,0728-3315469,湖北省,湖北直辖,仙桃市
7166,杭州市拱宸中学,浙江省 杭州市 拱墅区,区重点,公办,中学,杭州市拱墅区（拱北小区）蚕花园永庆坊6号,0571-88494342,浙江省,杭州市,拱墅区
7167,上饶市第二中学,江西省 上饶市,普通,公办,中学,水南街102号,0793-8102288,江西省,上饶市,
7168,大埔县进光中学,广东省 梅州市 大埔县,县重点,公办,中学,广东省梅州市大埔县,0753-5528949,广东省,梅州市,大埔县
7169,中关村中学知春校区,北京市 海淀区,普通,公办,中学,北京市知春东里12号,010-82130874,北京市,北京市,海淀区
7170,永春四中,福建省 泉州市 永春县,普通,公办,中学,福建省泉州市永春县湖洋镇桃源溪畔,,福建省,泉州市,永春县
7171,江苏省苏州艺术高级中学校,江苏省 苏州市 平江区,县重点,公办,中学,江苏省苏州市平江区东北街132号,0512-67281437  0512-67274080,江苏省,苏州市,平江区
7172,蕉岭县新铺中学,广东省 梅州市 蕉岭县,普通,公办,中学,广东省梅州市蕉岭县,,广东省,梅州市,蕉岭县
7173,北京市房山区长沟中学,北京市 房山区,普通,公办,中学,北京市房山区长沟镇太和庄村,010-61361809,北京市,北京市,房山区
7174,和平县浰东中学,广东省 河源市 和平县,普通,公办,中学,广东省河源市和平县,,广东省,河源市,和平县
7175,重庆市万州区武陵中学,重庆市 万州区,普通,公办,中学,重庆市万州区武陵镇源阳,（023）58741170,重庆市,重庆市,万州区
7176,嫩江县长福学校,黑龙江 黑河市 嫩江县,普通,公办,中学,黑龙江省黑河市嫩江县长福学校,13846317533,黑龙江,黑河市,嫩江县
7177,天津东丽区英华学校,天津市 东丽区,普通,民办,中学,天津市东丽区津塘二线1号,022-84931188,天津市,天津市,东丽区
7178,沙县郑湖中学,福建省 三明市,普通,公办,中学,福建省三明市沙县郑湖乡郑湖村西山,,福建省,三明市,
7179,南靖县第二中学,福建省 漳州市 南靖县,普通,公办,中学,福建省漳州市南靖县金山镇马公街32号,,福建省,漳州市,南靖县
7180,永安市槐南初级中学,福建省 三明市 永安市,普通,公办,中学,福建省三明市永安市槐南乡隔坪仑70号联系电话：0598-3539007,0598-3539007,福建省,三明市,永安市
7181,唐山市龙泉中学,河北省 唐山市 路北区,普通,公办,中学,河北省唐山市高新区,0315-3198568,河北省,唐山市,路北区
7182,青岛城阳京华学校,山东省 青岛市 城阳区,普通,民办,中学,山东省青岛市城阳区秋阳路106号,,山东省,青岛市,城阳区
7183,连城县第二中学（连城二中）,福建省 龙岩市 连城县,县重点,公办,中学,福建省龙岩市连城城关西台山,0597-8923425,福建省,龙岩市,连城县
7184,长沙市长沙市树木岭学校,湖南省 长沙市,普通,公办,中学,湖南省长沙市树木岭路126号,0731-5317122,湖南省,长沙市,
7185,太原市五育中学,山西省 太原市 迎泽区,普通,民办,中学,山西省太原市青年路58号,0351-4094825 13994310374,山西省,太原市,迎泽区
7186,太原市第三中学（成成中学）,山西省 太原市 小店区,普通,公办,中学,太原市小店镇晨光西街2号,0351-4033191,山西省,太原市,小店区
7187,长沙市宁乡县老粮仓镇中心学校,湖南省 长沙市 宁乡县,普通,公办,中学,湖南省宁乡县老粮仓镇石梁村,0731-7220015,湖南省,长沙市,宁乡县
7188,重庆市涪陵第十八中学校,重庆市 涪陵区,区重点,公办,中学,重庆市涪陵区黎明路124号,023-72861300,重庆市,重庆市,涪陵区
7189,永安市第二中学,福建省 三明市 永安市,普通,公办,中学,福建省三明市永安市小陶镇解放西路14号　邮编：366025电话：0598-3700284,0598-3700284,福建省,三明市,永安市
7190,信丰县西牛中学,江西省 赣州市 信丰县,普通,公办,中学,江西省赣州市信丰县电话：13767761302,13767761302,江西省,赣州市,信丰县
7191,赣州定南中学,江西省 赣州市,省重点,公办,中学,江西省赣州市定南县历市镇南华路,0797-4299373,江西省,赣州市,
7192,北京市怀柔区第四中学,北京市 怀柔区,普通,公办,中学,北京市怀柔区湖光小区34号,010-69643620,北京市,北京市,怀柔区
7193,长乐侨中,福建省 福州市 长乐区,普通,公办,中学,长乐市会堂路156号,0591-28200882,福建省,福州市,长乐区
7194,河南省泌阳县泌水镇中心学校,河南省 驻马店市 泌阳县,普通,公办,中学,泌阳县城行政路西段北侧行政路西,0396-7912678,河南省,驻马店市,泌阳县
7195,济宁市金乡县第一中学（金乡一中）,山东省 济宁市 金乡县,县重点,公办,中学,山东省济宁市金乡县中心街031号,0537-8721959,山东省,济宁市,金乡县
7196,广州市启智学校,广东省 广州市 越秀区,普通,公办,中学,广州市文德南路海傍福安里６号,020-83334132,广东省,广州市,越秀区
7197,北京市第二十一中学,北京市 东城区,普通,公办,中学,北京市东城区交道口北三条57号,010-64043394,北京市,北京市,东城区
7198,安徽省和县第二中学（和县二中）,安徽省 合肥市,普通,公办,中学,和县历阳镇新生街,0565—5314465,安徽省,合肥市,
7199,泰宁二中,福建省 三明市 泰宁县,普通,公办,中学,福建省三明市泰宁县朱口镇关刀岭邵泰公路旁,0598—7868683,福建省,三明市,泰宁县
7200,汕尾中学,广东省 汕尾市,普通,公办,中学,广东省汕尾市市区广场路1号电话：0660-3334304,0660-3334304,广东省,汕尾市,
7201,杭州市袁浦中学,浙江省 杭州市 西湖区,普通,公办,中学,杭州市西湖区双浦镇袁浦街1号,0571—56198335,浙江省,杭州市,西湖区
7202,张家港市暨阳高级中学,江苏省 苏州市 张家港市,普通,公办,中学,苏州市张家港市杨舍镇暨阳西路2号,0512-58672889,江苏省,苏州市,张家港市
7203,昌黎县汇文第二中学（汇文二中）,河北省 秦皇岛市,县重点,公办,中学,河北省秦皇岛市昌黎县汇文街21号,0335-2022623,河北省,秦皇岛市,
7204,邵武第三中学,福建省 南平市 邵武市,普通,公办,中学,福建省南平市邵武市拿口镇庄上村,,福建省,南平市,邵武市
7205,邵武市第六中学,福建省 南平市 邵武市,普通,公办,中学,福建省南平市邵武市李纲中路,,福建省,南平市,邵武市
7206,泸县二中,四川省 泸州市,普通,公办,中学,四川省泸县,0830-8192219 传真：0830-8192219 地址：四川省泸县,四川省,泸州市,
7207,广饶县大王镇中心初中,山东省 东营市 广饶县,县重点,公办,中学,山东省东营市广饶县大王镇泰山路 3 号,0546-6881483,山东省,东营市,广饶县
7208,芜湖十四中,安徽省 芜湖市 镜湖区,普通,公办,中学,芜湖市镜湖区西洋里小街4号,,安徽省,芜湖市,镜湖区
7209,芜湖二十七中,安徽省 芜湖市 镜湖区,普通,公办,中学,芜湖市镜湖区长江中路44号,,安徽省,芜湖市,镜湖区
7210,成都市红花实验学校,四川省 成都市 成华区,普通,公办,中学,四川省成都市成华区青龙乡石岭社区6组,028-66292022、66292021,四川省,成都市,成华区
7211,石家庄第二十八中学,河北省 石家庄市 新华区,区重点,公办,中学,河北省石家庄市北合街19号,0311-87042317,河北省,石家庄市,新华区
7212,仙游县榜头中学,福建省 莆田市 仙游县,普通,公办,中学,,,福建省,莆田市,仙游县
7213,常州墅堰实验中学,江苏省 常州市,普通,私立,中学,江苏省常州市戚墅堰铁路北首,,江苏省,常州市,
7214,武清区崔黄口中学,天津市 武清区,普通,公办,中学,天津市武清区黄口镇,022-29571251,天津市,天津市,武清区
7215,江阴市陆桥中学,江苏省 无锡市 江阴市,普通,公办,中学,江阴市华士镇陆桥,0510-86371032,江苏省,无锡市,江阴市
7216,天津市第三十中学,天津市 河北区,普通,公办,中学,天津市河北区宜廉路荣强里47号,022- 86331913,天津市,天津市,河北区
7217,青岛第二实验初级中学,山东省 青岛市 崂山区,普通,公办,中学,山东省青岛市崂山区银川西路236号,0532-66751217,山东省,青岛市,崂山区
7218,苏州市陆慕高级中学,江苏省 苏州市 相城区,区重点,公办,中学,陆慕阳澄湖中路59号,0512-65491124,江苏省,苏州市,相城区
7219,天津市宁河县芦台第一中学（芦台一中）,天津市 宁河区,普通,公办,中学,天津市宁河县芦台镇一中路,022-69591013/022-69561221,天津市,天津市,宁河区
7220,西安三中二分校,陕西省 西安市 碑林区,普通,公办,中学,陕西省西安市碑林区东关南街龙渠堡61号,029-82489516,陕西省,西安市,碑林区
7221,华南师大附中增城学校,广东省 广州市 增城区,普通,民办,中学,广州市增城区南北大道西侧,,广东省,广州市,增城区
7222,常州市武进区运村初级中学,江苏省 常州市,普通,私立,中学,常州武进区遥观镇临津路43号,,江苏省,常州市,
7223,杭州市浦沿中学,浙江省 杭州市 滨江区,普通,公办,中学,杭州市东冠路550,（0571）86616118,浙江省,杭州市,滨江区
7224,哈尔滨市第十五中学,黑龙江 哈尔滨市 道里区,区重点,公办,中学,黑龙江省哈尔滨市道里区工农大街6号,0451-84361721,黑龙江,哈尔滨市,道里区
7225,永安市民族中学,福建省 三明市 永安市,普通,公办,中学,福建省三明市永安市青水畲族乡景山路96号电话：0598-3520027,0598-3520027,福建省,三明市,永安市
7226,株洲市五里墩中学,湖南省 株洲市,普通,公办,中学,湖南省株洲市,0733 514200,湖南省,株洲市,
7227,松溪三中,福建省 南平市 松溪县,普通,公办,中学,福建省南平市松溪县河东小洋桥,0599-2336092,福建省,南平市,松溪县
7228,萍乡市第六中学,江西省 萍乡市,普通,公办,中学,市公园路友爱巷3号,0799-6833320,江西省,萍乡市,
7229,广州市花都区炭步镇第二初级中学,广东省 广州市 花都区,普通,公办,中学,广州市花都区炭步镇南街商业区,020-86843527,广东省,广州市,花都区
7230,漳平第二中学（漳平二中）,福建省 龙岩市 漳平市,区重点,公办,中学,福建省龙岩市漳平市桂南东路116号,0597-7834864,福建省,龙岩市,漳平市
7231,西安中铁中学,陕西省 西安市 碑林区,市重点,公办,中学,陕西省西安市碑林区太乙路68号,029-82281379,陕西省,西安市,碑林区
7232,郑州第十三中学,河南省 郑州市 惠济区,普通,公办,中学,郑州市市辖区,,河南省,郑州市,惠济区
7233,乳山市午极镇初级中学,山东省 威海市 乳山市,普通,公办,中学,乳山市午极镇驻地,,山东省,威海市,乳山市
7234,漳州八中,福建省 漳州市 芗城区,普通,公办,中学,福建省漳州市芗城区腾飞路338号,,福建省,漳州市,芗城区
7235,厦门六中初中部,福建省 厦门市 思明区,市重点,公办,中学,福建省厦门市思明区厦禾路344号,0592-2022678,福建省,厦门市,思明区
7236,广州市第三十六中学,广东省 广州市 荔湾区,普通,公办,中学,广东的广州市荔湾区文昌南路旧宝华8―12号电话,020-81393655 020-81396209,广东省,广州市,荔湾区
7237,湖北省蕲春县檀林镇中心学校,湖北省 黄冈市 蕲春县,普通,公办,中学,湖北省蕲春县檀林镇田桥街,,湖北省,黄冈市,蕲春县
7238,韶关市新丰县回龙中学,广东省 韶关市 新丰县,县重点,公办,中学,广东省韶关市新丰县回龙镇回龙街,0751-2393020,广东省,韶关市,新丰县
7239,广州市黄浦区宏岗学校（中学部）,广东省 广州市 黄埔区,普通,民办,中学,广州市萝岗区东区街笔岗社区宏岗路7号,020-82242858,广东省,广州市,黄埔区
7240,婺源县第一中学（婺源中学）,江西省 上饶市 婺源县,普通,公办,中学,江西省上饶市婺源县紫阳镇星江东路7号,0793-7351613,江西省,上饶市,婺源县
7241,汕头市澄海莱芜中学,广东省 汕头市 澄海区,区重点,公办,中学,广东省汕头市澄海凤翔街道涂池管区电话：0754-5500773,0754-5500773,广东省,汕头市,澄海区
