,地址,电话,网址,城市
乐山张坝中学,中坝街,,,乐山
太平中学,四川省乐山市103省道,,,乐山
井研县实验中学,井研县研城镇东门新村,08333722327,,乐山
眉山育英实验学校,眉山市东坡区启贤北路,0833-8297787,,乐山
眉山外国语学校,眉山市区三苏大道紫竹西街,0833-8103560,,乐山
眉山第一中学,眉山市区滨湖路6号,0833-8201685,,乐山
乐山东坡区高级中学,四川省眉山市东坡区思蒙镇黄陡坡街71号,0833-8510043,,乐山
夹江县夹江中学分校,夹江县漹城镇迎恩路19号,0833-5657918,,乐山
乐山东坡区万胜中学,东坡区万胜镇高中街,0833-8570057,,乐山
乐山东坡区中学,多悦镇三圣村,13330953737,,乐山
乐山泸溪第一中学,泸溪县白沙镇白浦路8号,0743-4261840,,乐山
乐山牛华中学,四川省乐山市五通桥区牛华镇商业街,0833-3200936,,乐山
井研县马踏中学,四川省乐山市井研县213国道,08333861238,,乐山
乐山东坡区启迪学校,眉山市区一环路东,0833-8398317,,乐山
夹江县甘江中学,四川省乐山市夹江县甘江镇碧云路74号,0833-5770109,,乐山
眉山车城中学,四川省眉山市崇仁镇,0833-8502140,,乐山
犍为县孝姑中学,四川省乐山市犍为县213国道,0833-4151087,,乐山
乐山延风中学,乐山市金口河区永和镇关村,0833-2711467,,乐山
乐山眉山仁寿县富加中学,眉山市东坡区太和镇柏树村三组,13088389966,,乐山
眉山中学,眉山市东坡区下大南街176号,0833-8299167,,乐山
眉山映天学校,眉山市区一环南路74号,0833-8309887,,乐山
泸州蓝田中学,四川省泸州市泸州蓝田中学,,,泸州
泸州纳溪中学,四川省泸州市泸州纳溪中学,,,泸州
泸县云锦中学,四川省泸州市泸县云锦中学,,,泸州
先滩中学,四川省泸州市先滩中学,,,泸州
古蔺县永乐中学,四川省泸州市古蔺县永乐中学,,,泸州
合江中学,四川省泸州市合江中学,,,泸州
泸县第一中学,四川省泸县云龙镇大水河村三社,08308996173,,泸州
泸州第二中学,四川省泸州市江阳区中平远路37号,0830-2282121,,泸州
泸州少岷中学,长江路40-42,,,泸州
泸州外国语学校,四川省泸州市江阳区大山坪办事处前进下路103号,0830-13330749236,,泸州
龙车中学,四川省泸州市纳溪区纳弥路,,,泸州
况场中学,四川省泸州市江阳区307省道,,,泸州
古蔺县二郎中学,四川省泸州市古蔺县二郎中学,,,泸州
叙永县第二中学,四川省叙永县环城大道中段,0830-6255463,,泸州
泸州护国中学,四川省泸州市泸州护国中学,,,泸州
泸州棉花坡镇初级中学,四川省泸州市泸州棉花坡镇初级中学,,,泸州
泸州第十二中学,四川省泸州市泸州十二中,,,泸州
泸州富顺第二中学,四川省泸州市泸州富顺二中,,,泸州
泸州第十五中学,四川省泸州市泸州第十五中学,,,泸州
泸州第七中学,四川省泸州市泸州第七中学,,,泸州
泸州城关中学,四川省泸州市泸州城关中学,,,泸州
泸州合江县甘雨镇中学,四川省泸州市泸州合江县甘雨镇中学,,,泸州
泸州东新中学,四川省泸州市泸州东新中学,,,泸州
泸州石屏中学,四川省泸州市泸州石屏中学,,,泸州
泸州老窖天府中学,四川省泸州市泸州老窖天府中学,,,泸州
泸州泸化中学,四川省泸州市高坝,0830-2791961,,泸州
泸州衣锦中学,四川省泸州市泸州衣锦中学,,,泸州
泸州第十六中学,四川省泸州市泸州第十六中学,,,泸州
泸州第九中学,四川省泸县牛滩,0830-8392681,,泸州
泸州田家炳中学,四川省泸州市泸州田家炳中学,,,泸州
泸州马街中学,308省道,,,泸州
泸州实验中学,四川省泸州市实验中学,08303586730,,泸州
泸州职业中学校二校区,泸州福宝镇西河街一百零四号,,,泸州
泸州第五中学,四川省泸州市泸县玄滩镇,0830-8892315,,泸州
泸州第四中学,泸县兆雅镇安贤西路,0830-8692054,,泸州
泸州第六中学,四川省泸州市江阳区忠山路二段,08303197269,,泸州
泸州蔺阳中学,古蔺镇长沙路100号,0830-7201364,,泸州
泸州仁寿第一中学,四川省泸州市泸州仁寿一中,,,泸州
泸州南溪第一中学,四川省泸州市泸州南溪一中,,,泸州
龙马潭第一中学,四川省泸州市龙马潭一中,,,泸州
泸州兴文县五星中学,四川省泸州市泸州兴文县五星中学,,,泸州
泸州尚春中学,四川省泸州市泸州尚春中学,,,泸州
榕山中学,四川省泸州市榕山中学,,,泸州
古蔺县白沙中学,四川省泸州市古蔺县白沙中学,,,泸州
古蔺县古蔺中学,四川省泸州市古蔺县古蔺中学,,,泸州
泸州江阳区职业高级中学校,泸州市江阳区忠山路二段23号,,http://www.lzjyzg.com,泸州
泸州高级中学校分校,通江路,,,泸州
古蔺县职业高级中学校,四川省泸州市古蔺县职业高级中学校,,,泸州
泸州高级中学,忠山路,,,泸州
泸州职高沙湾分校,四川省泸州市江阳区014乡道,,,泸州
泸州中学,四川省泸州市泸州中学,,,泸州
泸州棉花坡中学,四川省泸州市纳溪区紫阳路,,,泸州
泸州来龙中学,来龙,,,泸州
泸州泸天化中学,四川省泸州市纳溪区308省道,,,泸州
泸州黄荆初级职业中学,泸州黄荆乡棕山村,,,泸州
泸州新民中学,泸州红星街道办事处,,,泸州
凤鸣中学,凤鸣镇十字口37号,,,泸州
泸州石寨中学,四川省泸州市江阳区顺民街,,,泸州
泸州长安中学,长安,,,泸州
泸县嘉明中学,四川省泸州市泸县嘉明中学,,,泸州
安宁中学,安宁,,,泸州
泸州大同中学,四川省泸州市泸县321国道,,,泸州
立石中学,四川省泸州市泸县南化街,,,泸州
泸州黄坭中学,四川省泸州市叙永县009县道,,,泸州
海潮中学,四川省泸州市泸县泸富路,,,泸州
天兴中学,四川省泸州市泸县267乡道,,,泸州
福宝中学,四川省泸州市合江县423乡道,,,泸州
泸州泸南中学,四川省泸州市江阳区,,,泸州
泸州石坝中学,四川省泸州市叙永县011县道,,,泸州
甘雨中学,四川省泸州市合江县兴镇街,,,泸州
泸州渠坝中学,321国道,,,泸州
鱼塘中学,34;34;39;39;207;207;223;223,,,泸州
泸州华阳中学,四川省泸州市江阳区023乡道,,,泸州
打古镇中学,四川省泸州市纳溪区003县道,,,泸州
泸州高寨中学,四川省泸州市泸县泸富路,,,泸州
水尾中学,四川省泸州市叙永县546乡道,,,泸州
新乐中学,四川省泸州市纳溪区人民西路一段,,,泸州
泸州虎头中学,308省道,,,泸州
泸县兆雅镇中学,307省道,,,泸州
泸州白米乡中学,四川省泸州市合江县340乡道,,,泸州
泸县方洞中学,四川省泸州市泸县007县道,,,泸州
尧坝中学,四川省泸州市合江县379乡道,,,泸州
佛荫镇中学,308省道,,,泸州
白节中学,四川省泸州市纳溪区166乡道,,,泸州
泸州双溪中学,古习路,,,泸州
泸州彰德中学,四川省泸州市古蔺县309省道,,,泸州
泸州兰田中学,泸州兰田力行路,,,泸州
太伏中学,四川省泸州市泸县3133县道,,,泸州
合面镇中学,四川省泸州市纳溪区纳长路,,,泸州
泸州大渡中学,308省道,,,泸州
州市叙永县两河中学,四川省泸州市叙永县009县道,,,泸州
泸州中学江宁校区,四川省泸州市纳溪区望江街,,,泸州
泸州永宁中学,四川省泸州市叙永县草市街,,,泸州
泸州中城中学,四川省泸州市古蔺县660乡道,,,泸州
泸州大桥中学,四川省泸州市合江县361乡道,,,泸州
泸州大寨中学,四川省泸州市古蔺县灯桂路附近,,,泸州
泸州石龙中学,四川省泸州市合江县,,,泸州
泸州马蹄乡中学,四川省泸州市泸州马蹄乡中学,,,泸州
泸州石马中学,四川省泸州市泸州石马中学,,,泸州
泸县得胜中学,四川省泸州市泸县321国道,,,泸州
泸州玉峰中学,四川省泸州市泸州玉峰中学,,,泸州
泸州震东中学,四川省泸州市泸州震东中学,,,泸州
后山中学,四川省泸州市后山中学,,,泸州
泸州定水中学,四川省泸州市泸州定水中学校,,,泸州
赵化镇中学,四川省泸州市江阳区207省道,,,泸州
落卜中学,四川省泸州市叙永县叙赤路,,,泸州
泸州青狮中学,四川省泸州市泸县228乡道,,,泸州
泸州第一中学,四川省叙永县叙永镇肉市街11组,0830-6252256,,泸州
泸州石油中学,泸州市邻玉镇石油路光锋街58号,3923573,,泸州
合江县中学,合江镇广东街17号,5211234,,泸州
泸州纳溪区护国中学,泸州市纳溪区护国镇文化街1号,0830-4892854,,泸州
合江县自怀镇中学,合江县自怀镇,08305340091,,泸州
泸州天立国际学校,泸州市城北新区香林路三段三号,08302514586,,泸州
马岭中学,四川省叙永县马岭街村,0830-6722274,,泸州
周集中学,安徽省霍邱县周集中学,0564-6311017,,六安
杨仙中学,安徽省六安市杨仙中学,,,六安
寿县中学,安徽省六安市寿县中学,,,六安
寿县堰口中学,安徽省六安市寿县堰口中学,,,六安
寿县寿春中学,安徽省六安市寿县寿春中学,,,六安
寿县涧沟中学,安徽省六安市寿县涧沟中学,,,六安
六安张店中学,安徽省六安市六安张店中学,,,六安
六安枣树中学,安徽省六安市312国道辅路,,,六安
六安育才实验中学,安徽省六安市六安育才实验中学,,,六安
六安俞林中学,安徽省六安市霍邱县蓼城路,,,六安
六安徐集中学,安徽省六安市六安徐集中学,,,六安
六安新城普通高级中学,寿县南门外明珠大道南侧,0564-4222125,,六安
六安苏南中学,安徽省六安市六安苏南中学,,,六安
六安舒州中学,安徽省六安市六安舒州中学,,,六安
六安舒城龙河中学,安徽省六安市六安舒城龙河中学,,,六安
六安舒城高级职业中学,安徽省六安市舒城县城关镇桃溪路319号,,,六安
六安舒城第二中学,安徽省六安市六安舒城第二中学,,,六安
六安寿县兴华中学,安徽省六安市六安寿县兴华中学,,,六安
六安寿县第一中学,安徽省六安市六安寿县第一中学,,,六安
六安寿县第三中学,安徽省六安市六安寿县第三中学,,,六安
六安寿县安丰中学,安徽省六安市六安寿县安丰中学,,,六安
六安寿县第二中学,安徽省六安市六安寿县第二中学,,,六安
六安实验中学,安徽省六安市六安实验中学,,,六安
六安清凉寺中学,安徽省六安市六安清凉寺中学,,,六安
六安庐镇中学,安徽省六安市六安庐镇中学,,,六安
六安金寨第一中学,安徽省金寨第一中学,05647162262,,六安
六安霍山第二中学,安徽省六安市六安霍山第二中学,,,六安
六安霍邱县第一中学,城关镇育才路,0564-6023143,,六安
六安汇文中学,安徽省六安市光明路,,,六安
六安光明中学,安徽省六安市霍邱县建兴北路,,,六安
六安丰华中学,安徽省六安市六安丰华中学,,,六安
六安第五中学,皖西东路57号,0564-3313088,,六安
六安第三中学,安徽省六安市六安第三中学,,,六安
六安第十二中学,六安小华山园艺场内,,,六安
六安第九中学,安徽省六安市六安第九中学,,,六安
六安第二高级职业中学,安徽省六安市龙河路,,,六安
金寨县第一中学,安徽省六安市金寨县第一中学,,,六安
江店职业高级中学,安徽省六安市金寨县金叶路,,,六安
霍邱中学,安徽省六安市霍邱县建兴北路,,,六安
霍邱县兴华中学,安徽省六安市霍邱县兴华中学,,,六安
六安霍邱县第三中学,安徽省霍邱县城关镇城东南路37号,0564-6022347,,六安
舒城县第一中学,舒城县城关镇,0564-8621003,,六安
寿县安丰高级中学,安丰镇西街,0564-4660070,,六安
龙潭镇中心学校,龙潭镇龙潭街道,0564-6731308,,六安
六安霍山第一中学,安徽省六安市六安霍山第一中学,,,六安
六安新安中学,安徽省六安市017县道,,,六安
六安舒城县千人桥中学,安徽省六安市舒城县千人桥镇鲍桥村,0564-8043135,,六安
六安中学,安徽省六安市皖西大道59号,,,六安
金寨县燕子河中学,金寨县燕子河镇街道,0564-7516129,,六安
六安霍山县高级职业中学,安徽省六安市霍山县318省道,,,六安
六安城南中学,安徽省六安市105国道,,,六安
众兴集镇西皋中学,安徽省六安市霍邱县众兴镇西皋街道,,,六安
六安裕安区徐集镇登科中学,安徽省六安市009县道,,,六安
六安霍山县佛子岭中学,霍山县佛子岭镇,0564-5232016,,六安
六安霍山上土市中学,安徽省六安市霍山县318省道,0564-5711333,,六安
金寨县古碑中学,金寨县古碑镇,0564-7457025,,六安
六安第二中学,安徽省六安市皖西路171号,0564-3332578,,六安
六安第一中学,安徽省六安第一中学,0564-3387519,,六安
六安五塔中学,安徽省六安市霍邱县东湖路79号,,,六安
毛坦厂中学,金安区毛坦厂镇学府路1号(近毛坦厂工商所),,,六安
六安轻工中学,裕安区解放路(近北塔公园),,,六安
六安第六中学,六安市黄大街47号,0564-3273114,,六安
六安晋善中学,安徽省六安市皖西大道59号,,,六安
六安皋城中学,安徽省六安市梅山北路1号,,,六安
六安金安区木厂中学,六安市皖西路171号,0564-3183978,,六安
六安霍山中学,衡山北路48号,0564-5032058,,六安
六安金寨江店高级职业中学,安徽省六安市金寨县江店镇梅江路831号,,,六安
寿县第二中学,寿春镇西大寺巷,0564-4022515,,六安
六安裕安中学,安徽省六安市105国道,,,六安
六安天峰初级中学,安徽省六安市六安天峰初级中学,,,六安
六安霍邱县第二中学,霍邱县城关镇五岳路76号,0564-6010645,,六安
六安太平桥初级中学,安徽省六安市六安太平桥初级中学,,,六安
六安新城中学,安徽省六安市六安新城中学,,,六安
寿县炎刘中学,安徽省寿县炎刘镇炎中路,0564-4990019,,六安
六安明湖中学,安徽省六安市六安明湖中学,,,六安
寿县安丰中学,安丰镇西街,,,六安
寿县迎河中学,安徽省寿县迎河镇立新街道,0564-4550079,,六安
舒城县龙河中学,安徽省六安市舒城县722乡道,,,六安
六安田家炳实验中学,安徽省六安市裕安区,05643225900,,六安
六安育才中学,安徽省六安市寿县025县道,,,六安
六安正阳中学,安徽省六安市寿县正阳关镇,0564-4330060,,六安
舒城县南港中学,安徽省六安市舒城县052县道,0564-8141051,,六安
舒城县桃溪中学,安徽省六安市舒城县桃溪镇三沟（县城北二公里）,05648710368,,六安
寿县实验中学,安徽省六安市寿县实验中学,,,六安
金寨县第二中学,安徽省六安市金寨县第二中学,,,六安
姚李职业高级中学,安徽省六安市霍邱县010县道,,,六安
六安高级职业技术中学,安徽省六安市六安高级职业技术中学,,,六安
六安霍邱县河口镇高级中学,安徽省六安市六安霍邱县河口镇高级中学,,,六安
六安孙岗高级职业中学,安徽省六安市孙岗镇,,,六安
舒城县舒茶职业高级中学,安徽省六安市舒城县舒茶职业高级中学,,,六安
六安舒城第一中学,安徽省六安市六安舒城第一中学,,,六安
六安金安区双河中学,六安双河镇,,,六安
六安苏埠中学,安徽省六安市六安苏埠中学,,,六安
六安毛毯厂中学,安徽省六安市六安毛毯厂中学,,,六安
六安第七中学,安徽省六安市六安第七中学,,,六安
六安宏立中学,安徽省六安市016县道,,,六安
金寨县南溪中学,金寨县南溪镇,0564-7726014,,六安
六安寿县寿春中学,安徽省六安市寿县寿蔡公路,,,六安
六安裕安区新安中学,安徽省六安市六安裕安区新安中学,,,六安
六安独山中学,安徽省六安市019县道,,,六安
霍邱县马店中学,安徽省六安市霍邱县马店中学,,,六安
霍邱县河口中学,安徽省六安市霍邱县河口镇,0564-6741030,,六安
霍邱户胡镇中学,安徽省六安市霍邱户胡镇中学,,,六安
金寨县青山中学,青山镇街道,0564-7411035,,六安
