网页id,学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,电子简章,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,其他可补充字段,职业
2621,海城市中等职业技术学校,辽宁,鞍山市,,中等专业学校,,辽宁鞍山市,--,--,--,,,--,--,--,,,,,,,,,,{}
2622,台安职教中心,辽宁,鞍山市,,中等专业学校,公办,辽宁鞍山市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2623,岫岩职教中心,辽宁,鞍山市,,中等专业学校,,辽宁鞍山市,--,--,--,,,--,--,--,,,,,,,,,,{}
2624,新宾满族自治县中等职业技术专业学校,辽宁,抚顺市,,中等专业学校,公办,辽宁抚顺市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2625,桓仁县职教中心,辽宁,本溪市,,中等专业学校,公办,辽宁本溪市,--,--,--,--,--,--,--,--,,是,,,,,,,,{}
2626,辽宁广播电视学校（本溪分校）,辽宁,本溪市,,中等专业学校,,辽宁本溪市,--,--,--,--,--,--,--,--,,,,,,,,,,{}
2627,丹东中等职业技术专业学校,辽宁,丹东市,,中等专业学校,公办,辽宁丹东市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2628,丹东中医药学校,辽宁,丹东市,,中等专业学校,公办,辽宁丹东市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2629,丹东民族职业中专,辽宁,丹东市,,中等专业学校,,辽宁丹东市,--,--,--,,,--,--,--,,,,,,,,,,{}
2630,丹东凤城职教中心,辽宁,丹东市,,中等专业学校,公办,辽宁丹东市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2631,丹东育彬职业学校,辽宁,丹东市,,中等专业学校,,辽宁丹东市,--,--,--,,,--,--,--,,,,,,,,,,{}
2632,锦州铁路运输学校,辽宁,锦州市,,中等专业学校,公办,辽宁锦州市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2633,锦州市渤海大学附属中专,辽宁,锦州市,,中等专业学校,公办,辽宁锦州市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2634,锦州市财经学校,辽宁,锦州市,,中等专业学校,公办,辽宁锦州市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2635,凌海市职业教育中心,辽宁,锦州市,凌海市,中等专业学校,公办,辽宁锦州市凌海市,https://www.lhzjzx.com,0416-8116015,lhszyjyzx@163.com,1982,78,--,凌海市凌海大街51号,--,--,,,,,,,,,"{'农业类': ['农机设备应用与维修', '作物生产技术'], '畜牧业类': ['畜禽生产技术'], '机械设计制造类': ['机械加工技术'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理'], '艺术设计类': ['工艺美术'], '文化服务类': ['社会文化艺术'], '教育类': ['幼儿保育']}"
2636,黑山职教中心教育,辽宁,锦州市,,中等专业学校,公办,辽宁锦州市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2637,辽宁省营口市戏曲学校,辽宁,营口市,,中等专业学校,公办,辽宁营口市,--,--,--,,,--,--,--,,,,,,,,,,{}
2638,辽宁营口中专,辽宁,营口市,,中等专业学校,公办,辽宁营口市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2639,营口市戏曲学校,辽宁,营口市,,中等专业学校,公办,辽宁营口市,--,0417-2219158,1156914150qq.com,,,--,--,--,,,,,是,,,,,{}
2640,营口市盖州市职业教育中心,辽宁,营口市,,中等专业学校,,辽宁营口市,--,--,--,,,--,--,--,,,,,,,,,,{}
2641,阜新市篮球学校,辽宁,阜新市,,中等专业学校,公办,辽宁阜新市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2642,体育运动学校,辽宁,盘锦市,,中等专业学校,,辽宁盘锦市,--,--,--,,,--,--,--,,,,,,,,,,{}
2643,盘山职业技术教育中心,辽宁,盘锦市,,中等专业学校,公办,辽宁盘锦市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2644,盘锦市鑫安源职业技术学校,辽宁,盘锦市,,中等专业学校,公办,辽宁盘锦市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2645,大洼职业技术教育中心,辽宁,盘锦市,,中等专业学校,,辽宁盘锦市,--,--,--,,,--,--,--,,,,,,,,,,{}
2646,昌图县职业技术教育中心,辽宁,铁岭市,昌图县,中等专业学校,公办,辽宁铁岭市昌图县,--,024-75867161,--,1994,--,--,昌图县南湖新区,--,--,,,,,,,,,"{'畜牧业类': ['畜禽生产技术'], '机械设计制造类': ['机械加工技术'], '自动化类': ['电气设备运行与控制'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务', '电子商务'], '教育类': ['幼儿保育'], '公共服务类': ['老年人服务与管理']}"
2647,铁岭市外事学校,辽宁,铁岭市,银州区,中等专业学校,民办,辽宁铁岭市银州区,http://www.tlfas.cn,024-72611111,--,,,--,--,--,,,是,,,,,,,{}
2648,铁岭县中等职业技术专业学校,辽宁,铁岭市,银州区,中等专业学校,公办,辽宁铁岭市银州区,--,024-76660666,--,,,--,--,--,,,,,,,,,,{}
2649,铁岭市育星艺术学校,辽宁,铁岭市,银州区,职业高中,民办,辽宁铁岭市银州区,--,024-74837669,--,,,--,--,--,,,,,,,,,,{}
2650,铁岭市奔腾计算机学校中等职业学校,辽宁,铁岭市,,中等专业学校,,辽宁铁岭市,--,--,--,--,--,--,--,--,,,,,,,,,,{}
2651,开原市职业教育中心教育,辽宁,铁岭市,,中等专业学校,,辽宁铁岭市,--,--,--,,,--,--,--,,,,,,,,,,{}
2652,铁岭市新干线外国语学校,辽宁,铁岭市,,中等专业学校,公办,辽宁铁岭市,--,--,--,--,--,--,银州区岭东街89号,--,,是,,,,,,,,{}
2653,铁岭市建筑职专,辽宁,铁岭市,,中等专业学校,,辽宁铁岭市,--,--,--,,,--,--,--,,,,,,,,,,{}
2654,铁岭市大兴职业技术学校,辽宁,铁岭市,,中等专业学校,,辽宁铁岭市,--,--,--,,,--,--,--,,,,,,,,,,{}
2655,开原市职教中心,辽宁,铁岭市,,中等专业学校,,辽宁铁岭市,--,--,--,,,--,--,--,,,,,,,,,,{}
2656,铁岭市玲敏中等职业学校,辽宁,铁岭市,,中等专业学校,,辽宁铁岭市,--,--,--,,,--,--,--,,,,,,,,,,{}
2657,铁岭市涉外旅游学校,辽宁,铁岭市,,中等专业学校,,辽宁铁岭市,--,--,--,,,--,--,--,,,,,,,,,,{}
2658,凌源市职教中心,辽宁,朝阳市,凌源市,中等专业学校,公办,辽宁朝阳市凌源市,--,0421-6889388,--,,,--,--,--,,,是,,,,,,,{}
2659,兴城市职业教育中心,辽宁,葫芦岛市,,中等专业学校,公办,辽宁葫芦岛市,--,0429-5679510,--,1980,90,--,兴城市兴海南街141号,--,--,,,,,,,,,{}
2660,葫芦岛市连山区职业教育中心,辽宁,葫芦岛市,,中等专业学校,公办,辽宁葫芦岛市,--,0429-2659111,--,,,--,--,--,,是,,,,,,,,{}
2661,葫芦岛市育才计算机学校,辽宁,葫芦岛市,,中等专业学校,,辽宁葫芦岛市,--,--,--,,,--,--,--,,,,,,,,,,{}
2662,建昌县中等职业技术专业学校,辽宁,葫芦岛市,建昌县,中等专业学校,公办,辽宁葫芦岛市建昌县,http://www.jcxzjzx.cn/,0429-7908666,--,1983,104,建昌县教育局,建昌镇建凌社区,--,--,,,,,,,,,"{'农业类': ['园艺技术'], '畜牧业类': ['畜禽生产技术'], '机械设计制造类': ['机械加工技术', '机械制造技术'], '机电设备类': ['智能设备运行与维护'], '自动化类': ['电气设备运行与控制'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['物联网技术应用'], '计算机类': ['计算机应用', '计算机网络技术'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪']}"
2663,吉林铁路经济学校,吉林,长春市,,中等专业学校,,吉林长春市,--,--,--,--,--,--,吉林 中兴街32号,--,,,是,,,,,,,{}
2664,长春水利电力学校,吉林,长春市,,中等专业学校,公办,吉林长春市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2665,吉林省经济贸易职业中等专业学校,吉林,长春市,,中等专业学校,,吉林长春市,--,--,--,,,--,--,--,,,,,,,,,,{}
2666,吉林航空工程学校,吉林,吉林市,,中等专业学校,公办,吉林吉林市,--,--,--,--,--,--,吉林昌邑区双吉街吉林化工学院双吉校区,--,,是,,,,,,,,{}
2667,吉林石化工程学校,吉林,吉林市,,中等专业学校,公办,吉林吉林市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2668,磐石市职业中专,吉林,吉林市,,中等专业学校,,吉林吉林市,--,--,--,,,--,--,--,,,,,,,,,,{}
2669,永吉县职业中等专业学校,吉林,吉林市,,中等专业学校,,吉林吉林市,--,--,--,,,--,--,--,,,,,,,,,,{}
2670,吉林省安图职业教育中心,吉林,吉林市,,中等专业学校,公办,吉林吉林市,--,--,--,,,--,--,--,,,,,,,,,,{}
2671,四平卫生学校,吉林,四平市,,中等专业学校,公办,吉林四平市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2672,伊通满族自治县职业中等专业学校,吉林,四平市,,中等专业学校,公办,吉林四平市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2673,四平医护卫生学校,吉林,四平市,,中等专业学校,公办,吉林四平市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2674,公主岭市范家屯职业技术学校,吉林,四平市,,中等专业学校,,吉林四平市,--,--,--,,,--,--,--,,,,,,,,,,{}
2675,吉林工程职业学院,吉林,四平市,,中等专业学校,公办,吉林四平市,--,--,--,--,--,--,吉林省四平市铁东区长发路1299号,--,,是,,,,,,,,{}
2676,四平经济贸易学校,吉林,四平市,,中等专业学校,,吉林四平市,--,--,--,--,--,--,--,--,,,,,,,,,,{}
2677,吉林省四平市商业学校,吉林,四平市,,中等专业学校,公办,吉林四平市,--,--,--,,,--,--,--,,,,,,,,,,{}
2678,公主岭市秦家屯农业技术学校,吉林,四平市,,中等专业学校,,吉林四平市,--,--,--,,,--,--,--,,,,,,,,,,{}
2679,吉林师范大学辽源分院,吉林,辽源市,,中等专业学校,公办,吉林辽源市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2680,辽源职业技术学院（弃用）,吉林,辽源市,西安区,中等专业学校,公办,吉林辽源市西安区,--,--,--,,,--,--,--,,是,,,,,,,,{}
2681,辽源市职业中等专业学校,吉林,辽源市,,中等专业学校,,吉林辽源市,--,--,--,--,--,--,--,--,,,,,,,,,,{}
2682,梅河口市朝鲜族高级职业中学,吉林,通化市,梅河口市,职业高中,公办,吉林通化市梅河口市,--,0435-4387904,--,1947,49,梅河口市教育局,梅河口市松江路和盛3组,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '艺术设计类': ['绘画'], '表演艺术类': ['音乐表演'], '语言类': ['商务韩语']}"
2683,通化市农业学校,吉林,通化市,,中等专业学校,,吉林通化市,--,--,--,,,--,--,--,,,,,,,,,,{}
2684,通化县职业中等专业学校,吉林,通化市,,中等专业学校,,吉林通化市,--,--,--,,,--,--,--,,,,,,,,,,{}
2685,通化市财经学校,吉林,通化市,,中等专业学校,,吉林通化市,--,--,--,,,--,--,--,,,,,,,,,,{}
2686,柳河县职业中等专业学校,吉林,通化市,,中等专业学校,,吉林通化市,--,--,--,,,--,--,--,,,,,,,,,,{}
2687,通化市卫校,吉林,通化市,,中等专业学校,公办,吉林通化市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2688,靖宇县职业中专,吉林,白山市,,中等专业学校,,吉林白山市,--,--,--,,,--,--,--,,,,,,,,,,{}
2689,松原市职业技术学院,吉林,松原市,,中等专业学校,公办,吉林松原市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2690,白城市职业中等专业学校,吉林,白城市,,中等专业学校,公办,吉林白城市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2691,白城职业技术学院（弃用）,吉林,白城市,洮北区,中等专业学校,公办,吉林白城市洮北区,--,--,--,,,--,--,--,,是,,,,,,,,{}
2692,吉林畜牧业学校,吉林,白城市,,中等专业学校,公办,吉林白城市,--,--,--,,,--,--,--,,,,,,,,,,{}
2693,汪清县第一职业技术高中,吉林,延边朝鲜族自治州,汪清县,中等专业学校,公办,吉林延边朝鲜族自治州汪清县,--,0433-8853002,--,,,--,--,--,,,,,是,,,,,{}
2694,云南新兴职业学院（弃用）,云南,昆明市,盘龙区,中等专业学校,民办,云南昆明市盘龙区,--,--,--,--,--,--,云南省昆明市呈贡区洛羊街道办事处黄土坡社区居委会,--,,是,,,,,,,,{}
2695,昆明艺术职业学院（弃用）,云南,昆明市,五华区,中等专业学校,民办,云南昆明市五华区,--,--,--,--,--,--,昆明市官南大道夏之园区,--,,,,,,,,,,{}
2696,云南外事外语职业学院（弃用）,云南,昆明市,五华区,中等专业学校,民办,云南昆明市五华区,--,--,--,--,--,--,云南省昆明市嵩明县杨林职教园区,--,,,,,,,,,,{}
2697,云南商务职业学院（弃用）,云南,昆明市,五华区,中等专业学校,民办,云南昆明市五华区,--,--,--,--,--,--,云南省昆明市杨林职教园区文苑路,--,,是,,,,,,,,{}
2698,昆明财经管理学校,云南,昆明市,,中等专业学校,公办,云南昆明市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2699,昆明华西航空专修学校,云南,昆明市,,中等专业学校,公办,云南昆明市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2700,云南省建筑工程学校,云南,昆明市,,中等专业学校,公办,云南昆明市,--,--,--,--,--,--,昆明市北郊黑龙潭云南农业大学建筑工程学院,--,,,是,,,,,,,{}
2701,云南省财经学校,云南,昆明市,,中等专业学校,公办,云南昆明市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2702,云南省林业学校,云南,昆明市,,中等专业学校,公办,云南昆明市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2703,昆明现代工商旅游学校,云南,昆明市,,中等专业学校,民办,云南昆明市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2704,昆明工业学校,云南,昆明市,,中等专业学校,民办,云南昆明市,--,--,--,,,--,--,--,,,,,,,,,,{}
2705,昆明市第二职业中专学校,云南,昆明市,,中等专业学校,公办,云南昆明市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2706,昆明市农业学校,云南,昆明市,,中等专业学校,公办,云南昆明市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2707,云南省曲靖财经学校,云南,曲靖市,,中等专业学校,公办,云南曲靖市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2708,曲靖工商职业技术学院,云南,曲靖市,,中等专业学校,公办,云南曲靖市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2709,曲靖卫生学校,云南,曲靖市,,中等专业学校,公办,云南曲靖市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2710,云南省曲靖市农业学校,云南,曲靖市,,中等专业学校,公办,云南曲靖市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2711,昌宁县农村机械化技术学校,云南,保山市,,中等专业学校,,云南保山市,--,--,--,,,--,--,--,,,,,,,,,,{}
2712,昭通市卫生学校,云南,昭通市,,中等专业学校,公办,云南昭通市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2713,云南省昭通卫生学校弃用,云南,昭通市,威信县,中等专业学校,公办,云南昭通市威信县,--,--,--,,,--,--,--,,,,,,,,,,{}
2714,大理农林职业技术学院（弃用）,云南,大理白族自治州,漾濞彝族自治县,中等专业学校,公办,云南大理白族自治州漾濞彝族自治县,--,--,--,--,--,--,大理古城214国道4路车终点站,--,,,,,,,,,,{}
2715,怒江州民族中等专业学校,云南,怒江傈僳族自治州,,中等专业学校,公办,云南怒江傈僳族自治州,--,--,--,,,--,--,--,,,,,是,,,,,{}
2716,哈尔滨市信息工程职业技术学校,黑龙江,哈尔滨市,,中等专业学校,公办,黑龙江哈尔滨市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2717,哈尔滨市第二职业中学校,黑龙江,哈尔滨市,南岗区,职业高中,公办,黑龙江哈尔滨市南岗区,--,0451-82707476,--,1982,66,南岗区教育局,哈尔滨市南岗区宣化街270号,--,--,是,是,,,,,,,"{'纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修', '汽车服务与营销', '汽车车身修复'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机网络技术(网络工程)', '计算机网络技术(物联网技术应用)', '数字媒体技术应用(影视制作)', '数字媒体技术应用(虚拟现实VR)', '计算机平面设计'], '财务会计类': ['会计事务'], '旅游类': ['高星级饭店运营与管理(旅游服务与管理)', '高星级饭店运营与管理(酒店服务与管理)'], '餐饮类': ['中餐烹饪(烹饪工艺与处方管理)', '中餐烹饪(中西面点与烘焙工艺)', '中餐烹饪(西式烹调)'], '艺术设计类': ['艺术设计与制作(装潢设计)', '美发与形象设计'], '广播影视类': ['动漫与游戏制作(动画制作)'], '教育类': ['幼儿保育']}"
2718,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
